"","Country","Year","Variable","Value","population","comorbidity","value_population_ratio","Normalized Values pop","standard daviation"
"Tuberculosis.3990","Germany",2010,"Tuberculosis",350,NA,0,4.27993567378966e-06,0.957135308597511,4.50882535541312e-07
"Tuberculosis.3991","Germany",2011,"Tuberculosis",342,NA,0,4.26035593181004e-06,0.913709936274947,4.50882535541312e-07
"Tuberculosis.3992","Germany",2012,"Tuberculosis",356,NA,0,4.42643900579047e-06,1.28206102749882,4.50882535541312e-07
"Tuberculosis.3993","Germany",2013,"Tuberculosis",366,NA,0,4.53837502986059e-06,1.53032086292521,4.50882535541312e-07
"Tuberculosis.3994","Germany",2014,"Tuberculosis",310,NA,0,3.82798752816967e-06,-0.0452280787477195,4.50882535541312e-07
"Tuberculosis.3995","Germany",2015,"Tuberculosis",311,NA,0,3.80723347673219e-06,-0.0912579197850505,4.50882535541312e-07
"Tuberculosis.3996","Germany",2016,"Tuberculosis",285,NA,0,3.46089382452557e-06,-0.859395128272894,4.50882535541312e-07
"Tuberculosis.3997","Germany",2017,"Tuberculosis",287,NA,0,3.47218013060769e-06,-0.834363539793707,4.50882535541312e-07
"Tuberculosis.3998","Germany",2018,"Tuberculosis",291,NA,0,3.51000850579999e-06,-0.750465024747235,4.50882535541312e-07
"Tuberculosis.3999","Germany",2019,"Tuberculosis",286,NA,0,3.44192809013115e-06,-0.901458710025178,4.50882535541312e-07
"Tuberculosis.4000","Germany",2020,"Tuberculosis",275,NA,1,3.30684367170709e-06,-1.2010587339247,4.50882535541312e-07
"Accidental falls.5428","Iceland",2010,"Accidental falls",21,NA,0,6.60292226473945e-05,0.653168998245646,1.16933898658436e-05
"Accidental falls.5429","Iceland",2011,"Accidental falls",12,NA,0,3.7615904004213e-05,-1.77669257048362,1.16933898658436e-05
"Accidental falls.5430","Iceland",2012,"Accidental falls",15,NA,0,4.67703513388793e-05,-0.993818875199887,1.16933898658436e-05
"Accidental falls.5431","Iceland",2013,"Accidental falls",22,NA,0,6.79507295437417e-05,0.817493194940734,1.16933898658436e-05
"Accidental falls.5432","Iceland",2014,"Accidental falls",16,NA,0,4.88719737557501e-05,-0.814091487249735,1.16933898658436e-05
"Accidental falls.5433","Iceland",2015,"Accidental falls",15,NA,0,4.53425630639481e-05,-1.1159210449994,1.16933898658436e-05
"Accidental falls.5434","Iceland",2016,"Accidental falls",21,NA,0,6.26045272016671e-05,0.36029452086839,1.16933898658436e-05
"Accidental falls.5435","Iceland",2017,"Accidental falls",25,NA,0,7.28013977868375e-05,1.23231458537984,1.16933898658436e-05
"Accidental falls.5436","Iceland",2018,"Accidental falls",21,NA,0,5.95371412532852e-05,0.0979765802563405,1.16933898658436e-05
"Accidental falls.5437","Iceland",2019,"Accidental falls",24,NA,0,6.65625702027108e-05,0.698780028189509,1.16933898658436e-05
"Accidental falls.5438","Iceland",2020,"Accidental falls",25,NA,1,6.82197111304552e-05,0.84049607005218,1.16933898658436e-05
"Accidental poisoning.5622","Iceland",2010,"Accidental poisoning",12,NA,0,3.77309843699397e-05,-0.945835646441951,3.39562737154978e-05
"Accidental poisoning.5623","Iceland",2011,"Accidental poisoning",21,NA,0,6.58278320073727e-05,-0.118393628721101,3.39562737154978e-05
"Accidental poisoning.5624","Iceland",2012,"Accidental poisoning",15,NA,0,4.67703513388793e-05,-0.679629553138671,3.39562737154978e-05
"Accidental poisoning.5625","Iceland",2013,"Accidental poisoning",12,NA,0,3.70640342965864e-05,-0.965477085280069,3.39562737154978e-05
"Accidental poisoning.5626","Iceland",2014,"Accidental poisoning",20,NA,0,6.10899671946876e-05,-0.257922036707832,3.39562737154978e-05
"Accidental poisoning.5627","Iceland",2015,"Accidental poisoning",16,NA,0,4.83654006015447e-05,-0.632655928293097,3.39562737154978e-05
"Accidental poisoning.5628","Iceland",2016,"Accidental poisoning",19,NA,0,5.66421912776988e-05,-0.388907431461522,3.39562737154978e-05
"Accidental poisoning.5629","Iceland",2017,"Accidental poisoning",36,NA,0,0.000104834012813046,1.03032431166559,3.39562737154978e-05
"Accidental poisoning.5630","Iceland",2018,"Accidental poisoning",53,NA,0,0.000150260404115434,2.36811513297279,3.39562737154978e-05
"Accidental poisoning.5631","Iceland",2019,"Accidental poisoning",33,NA,0,9.15235340287273e-05,0.6383355176112,3.39562737154978e-05
"Accidental poisoning.5632","Iceland",2020,"Accidental poisoning",25,NA,1,6.82197111304552e-05,-0.0479536522053379,3.39562737154978e-05
"Accidents.5611","Iceland",2010,"Accidents",82,NA,0,0.000257828393194588,-0.370253946340904,3.9803808089766e-05
"Accidents.5612","Iceland",2011,"Accidents",81,NA,0,0.000253907352028438,-0.468763143182264,3.9803808089766e-05
"Accidents.5613","Iceland",2012,"Accidents",75,NA,0,0.000233851756694396,-0.972624363918022,3.9803808089766e-05
"Accidents.5614","Iceland",2013,"Accidents",81,NA,0,0.000250182231501958,-0.562350181841441,3.9803808089766e-05
"Accidents.5615","Iceland",2014,"Accidents",72,NA,0,0.000219923881900875,-1.32253748685617,3.9803808089766e-05
"Accidents.5616","Iceland",2015,"Accidents",81,NA,0,0.00024484984054532,-0.696317036083444,3.9803808089766e-05
"Accidents.5617","Iceland",2016,"Accidents",108,NA,0,0.000321966139894288,1.24109305229439,3.9803808089766e-05
"Accidents.5618","Iceland",2017,"Accidents",106,NA,0,0.000308677926616191,0.907250289106278,3.9803808089766e-05
"Accidents.5619","Iceland",2018,"Accidents",123,NA,0,0.000348717541626385,1.91317451926777,3.9803808089766e-05
"Accidents.5620","Iceland",2019,"Accidents",98,NA,0,0.000271797161661069,-0.0193134424831257,3.9803808089766e-05
"Accidents.5621","Iceland",2020,"Accidents",105,NA,1,0.000286522786747912,0.350641740036936,3.9803808089766e-05
"Acute myocardial infarction.5265","Iceland",2010,"Acute myocardial infarction",154,NA,0,0.000484214299414226,1.81091799710887,6.42004876467688e-05
"Acute myocardial infarction.5266","Iceland",2011,"Acute myocardial infarction",143,NA,0,0.000448256189383538,1.25082707959855,6.42004876467688e-05
"Acute myocardial infarction.5267","Iceland",2012,"Acute myocardial infarction",132,NA,0,0.000411579091782137,0.679537063809296,6.42004876467688e-05
"Acute myocardial infarction.5268","Iceland",2013,"Acute myocardial infarction",124,NA,0,0.000382995021064726,0.234305699295666,6.42004876467688e-05
"Acute myocardial infarction.5269","Iceland",2014,"Acute myocardial infarction",120,NA,0,0.000366539803168126,-0.0220041590832473,6.42004876467688e-05
"Acute myocardial infarction.5270","Iceland",2015,"Acute myocardial infarction",120,NA,0,0.000362740504511585,-0.0811828163770113,6.42004876467688e-05
"Acute myocardial infarction.5271","Iceland",2016,"Acute myocardial infarction",118,NA,0,0.000351777819514129,-0.251939852643971,6.42004876467688e-05
"Acute myocardial infarction.5272","Iceland",2017,"Acute myocardial infarction",117,NA,0,0.0003407105416424,-0.424326049032726,6.42004876467688e-05
"Acute myocardial infarction.5273","Iceland",2018,"Acute myocardial infarction",112,NA,0,0.000317531420017521,-0.785368814819961,6.42004876467688e-05
"Acute myocardial infarction.5274","Iceland",2019,"Acute myocardial infarction",120,NA,0,0.000332812851013554,-0.547342102622518,6.42004876467688e-05
"Acute myocardial infarction.5275","Iceland",2020,"Acute myocardial infarction",91,NA,1,0.000248319748514857,-1.86342404523296,6.42004876467688e-05
"All causes of death.5129","Iceland",2010,"All causes of death",2019,318041,0,0.00634823812024236,-0.300909700935121,0.000228212726256162
"All causes of death.5130","Iceland",2011,"All causes of death",1988,319014,0,0.00623170143003128,-0.811559094257145,0.000228212726256162
"All causes of death.5131","Iceland",2012,"All causes of death",1955,320716,0,0.00609573579116726,-1.40734374261809,0.000228212726256162
"All causes of death.5132","Iceland",2013,"All causes of death",2158,323764,0,0.00666534883433612,1.08863030980825,0.000228212726256162
"All causes of death.5133","Iceland",2014,"All causes of death",2048,327386,0,0.00625561264073601,-0.706783120116737,0.000228212726256162
"All causes of death.5134","Iceland",2015,"All causes of death",2182,330815,0,0.00659583150703565,0.784013961540123,0.000228212726256162
"All causes of death.5135","Iceland",2016,"All causes of death",2310,335439,0,0.00688649799218338,2.05767862483965,0.000228212726256162
"All causes of death.5136","Iceland",2017,"All causes of death",2236,343400,0,0.00651135701805475,0.41385717683002,0.000228212726256162
"All causes of death.5137","Iceland",2018,"All causes of death",2258,352721,0,0.00640166023571038,-0.0668205844147127,0.000228212726256162
"All causes of death.5138","Iceland",2019,"All causes of death",2276,360563,0,0.00631235040755707,-0.45816522859139,0.000228212726256162
"All causes of death.5139","Iceland",2020,"All causes of death",2302,366463,1,0.00628167100089231,-0.592598602084853,0.000228212726256162
"Alzheimer's disease.5568","Iceland",2010,"Alzheimer's disease",104,NA,0,0.000327001864539478,-1.47040551856006,6.78569346895543e-05
"Alzheimer's disease.5569","Iceland",2011,"Alzheimer's disease",113,NA,0,0.000354216429373006,-1.06934754330618,6.78569346895543e-05
"Alzheimer's disease.5570","Iceland",2012,"Alzheimer's disease",122,NA,0,0.000380398857556218,-0.683500049560737,6.78569346895543e-05
"Alzheimer's disease.5571","Iceland",2013,"Alzheimer's disease",124,NA,0,0.000382995021064726,-0.645240680486882,6.78569346895543e-05
"Alzheimer's disease.5572","Iceland",2014,"Alzheimer's disease",128,NA,0,0.000390975790046001,-0.527628987329997,6.78569346895543e-05
"Alzheimer's disease.5573","Iceland",2015,"Alzheimer's disease",142,NA,0,0.000429242930338709,0.0363095469963838,6.78569346895543e-05
"Alzheimer's disease.5574","Iceland",2016,"Alzheimer's disease",172,NA,0,0.000512760889461273,1.26710429928897,6.78569346895543e-05
"Alzheimer's disease.5575","Iceland",2017,"Alzheimer's disease",151,NA,0,0.000439720442632499,0.190715465002027,6.78569346895543e-05
"Alzheimer's disease.5576","Iceland",2018,"Alzheimer's disease",192,NA,0,0.000544339577172893,1.73247586162217,6.78569346895543e-05
"Alzheimer's disease.5577","Iceland",2019,"Alzheimer's disease",176,NA,0,0.000488125514819879,0.904055559258182,6.78569346895543e-05
"Alzheimer's disease.5578","Iceland",2020,"Alzheimer's disease",163,NA,1,0.000444792516570568,0.265462047076123,6.78569346895543e-05
"Assault.5450","Iceland",2010,"Assault",2,NA,0,6.28849739498995e-06,0.0922865291449362,2.89906128023169e-06
"Assault.5451","Iceland",2011,"Assault",3,NA,0,9.40397600105325e-06,1.16693735743454,2.89906128023169e-06
"Assault.5452","Iceland",2012,"Assault",1,NA,0,3.11802342259195e-06,-1.00133435911191,2.89906128023169e-06
"Assault.5453","Iceland",2013,"Assault",3,NA,0,9.2660085741466e-06,1.11934697780116,2.89906128023169e-06
"Assault.5454","Iceland",2014,"Assault",1,NA,0,3.05449835973438e-06,-1.02324664613072,2.89906128023169e-06
"Assault.5455","Iceland",2015,"Assault",3,NA,0,9.06851261278963e-06,1.05122287062769,2.89906128023169e-06
"Assault.5456","Iceland",2016,"Assault",1,NA,0,2.98116796198415e-06,-1.04854117793323,2.89906128023169e-06
"Assault.5457","Iceland",2017,"Assault",3,NA,0,8.7361677344205e-06,0.936584080259459,2.89906128023169e-06
"Assault.5458","Iceland",2018,"Assault",1,NA,0,2.83510196444215e-06,-1.09892507238141,2.89906128023169e-06
"Assault.5459","Iceland",2020,"Assault",2,NA,1,5.45757689043641e-06,-0.194330559710507,2.89906128023169e-06
"Asthma.5590","Iceland",2010,"Asthma",3,NA,0,9.43274609248493e-06,0.213798811436691,5.52756603770449e-06
"Asthma.5591","Iceland",2011,"Asthma",3,NA,0,9.40397600105325e-06,0.208593972410718,5.52756603770449e-06
"Asthma.5592","Iceland",2012,"Asthma",1,NA,0,3.11802342259195e-06,-0.928606838142013,5.52756603770449e-06
"Asthma.5593","Iceland",2013,"Asthma",2,NA,0,6.17733904943107e-06,-0.375141604805859,5.52756603770449e-06
"Asthma.5594","Iceland",2014,"Asthma",3,NA,0,9.16349507920314e-06,0.16508821956946,5.52756603770449e-06
"Asthma.5595","Iceland",2015,"Asthma",1,NA,0,3.02283753759654e-06,-0.945827054842479,5.52756603770449e-06
"Asthma.5596","Iceland",2016,"Asthma",3,NA,0,8.94350388595244e-06,0.125289293287964,5.52756603770449e-06
"Asthma.5597","Iceland",2017,"Asthma",1,NA,0,2.9120559114735e-06,-0.965868719721267,5.52756603770449e-06
"Asthma.5598","Iceland",2018,"Asthma",3,NA,0,8.50530589332645e-06,0.0460142580125894,5.52756603770449e-06
"Asthma.5599","Iceland",2020,"Asthma",8,NA,1,2.18303075617457e-05,2.4566596627942,5.52756603770449e-06
"Cerebrovascular diseases.5276","Iceland",2010,"Cerebrovascular diseases",162,NA,0,0.000509368288994186,1.8177057307717,5.67628873989615e-05
"Cerebrovascular diseases.5277","Iceland",2011,"Cerebrovascular diseases",151,NA,0,0.00047333345871968,1.18287491215542,5.67628873989615e-05
"Cerebrovascular diseases.5278","Iceland",2012,"Cerebrovascular diseases",134,NA,0,0.000417815138627321,0.204800634465056,5.67628873989615e-05
"Cerebrovascular diseases.5279","Iceland",2013,"Cerebrovascular diseases",132,NA,0,0.00040770437726245,0.0266778886327873,5.67628873989615e-05
"Cerebrovascular diseases.5280","Iceland",2014,"Cerebrovascular diseases",130,NA,0,0.00039708478676547,-0.160408973639395,5.67628873989615e-05
"Cerebrovascular diseases.5281","Iceland",2015,"Cerebrovascular diseases",154,NA,0,0.000465516980789867,1.04517088954512,5.67628873989615e-05
"Cerebrovascular diseases.5282","Iceland",2016,"Cerebrovascular diseases",129,NA,0,0.000384570667095955,-0.380872030452527,5.67628873989615e-05
"Cerebrovascular diseases.5283","Iceland",2017,"Cerebrovascular diseases",127,NA,0,0.000369831100757135,-0.64054110322577,5.67628873989615e-05
"Cerebrovascular diseases.5284","Iceland",2018,"Cerebrovascular diseases",132,NA,0,0.000374233459306364,-0.562984115712306,5.67628873989615e-05
"Cerebrovascular diseases.5285","Iceland",2019,"Cerebrovascular diseases",124,NA,0,0.000343906612714006,-1.09725655994518,5.67628873989615e-05
"Cerebrovascular diseases.5286","Iceland",2020,"Cerebrovascular diseases",119,NA,1,0.000324725824980967,-1.4351672725949,5.67628873989615e-05
"Certain conditions originating in the pe.5373","Iceland",2010,"Certain conditions originating in the pe",4,NA,0,1.25769947899799e-05,0.171221057443519,6.18836269689025e-06
"Certain conditions originating in the pe.5374","Iceland",2011,"Certain conditions originating in the pe",1,NA,0,3.13465866701775e-06,-1.35460032463337,6.18836269689025e-06
"Certain conditions originating in the pe.5375","Iceland",2012,"Certain conditions originating in the pe",2,NA,0,6.2360468451839e-06,-0.853435746848581,6.18836269689025e-06
"Certain conditions originating in the pe.5376","Iceland",2013,"Certain conditions originating in the pe",5,NA,0,1.54433476235777e-05,0.63440542041535,6.18836269689025e-06
"Certain conditions originating in the pe.5377","Iceland",2014,"Certain conditions originating in the pe",3,NA,0,9.16349507920314e-06,-0.380378756266835,6.18836269689025e-06
"Certain conditions originating in the pe.5378","Iceland",2015,"Certain conditions originating in the pe",5,NA,0,1.51141876879827e-05,0.581215271143659,6.18836269689025e-06
"Certain conditions originating in the pe.5379","Iceland",2016,"Certain conditions originating in the pe",1,NA,0,2.98116796198415e-06,-1.37940344503075,6.18836269689025e-06
"Certain conditions originating in the pe.5380","Iceland",2017,"Certain conditions originating in the pe",8,NA,0,2.3296447291788e-05,1.90341631277249,6.18836269689025e-06
"Certain conditions originating in the pe.5381","Iceland",2018,"Certain conditions originating in the pe",3,NA,0,8.50530589332645e-06,-0.486737936895895,6.18836269689025e-06
"Certain conditions originating in the pe.5382","Iceland",2019,"Certain conditions originating in the pe",5,NA,0,1.38672021255647e-05,0.379710345932247,6.18836269689025e-06
"Certain conditions originating in the pe.5383","Iceland",2020,"Certain conditions originating in the pe",6,NA,1,1.63727306713092e-05,0.784587801968165,6.18836269689025e-06
"Certain infectious and parasitic disease.5140","Iceland",2010,"Certain infectious and parasitic disease",13,NA,0,4.08752330674347e-05,-1.25443676028911,1.36467321205241e-05
"Certain infectious and parasitic disease.5141","Iceland",2011,"Certain infectious and parasitic disease",16,NA,0,5.0154538672284e-05,-0.574471364698643,1.36467321205241e-05
"Certain infectious and parasitic disease.5142","Iceland",2012,"Certain infectious and parasitic disease",20,NA,0,6.2360468451839e-05,0.319950074203775,1.36467321205241e-05
"Certain infectious and parasitic disease.5143","Iceland",2013,"Certain infectious and parasitic disease",19,NA,0,5.86847209695951e-05,0.0506000606048636,1.36467321205241e-05
"Certain infectious and parasitic disease.5144","Iceland",2014,"Certain infectious and parasitic disease",29,NA,0,8.8580452432297e-05,2.24128799956865,1.36467321205241e-05
"Certain infectious and parasitic disease.5145","Iceland",2015,"Certain infectious and parasitic disease",24,NA,0,7.2548100902317e-05,1.06647549585811,1.36467321205241e-05
"Certain infectious and parasitic disease.5146","Iceland",2016,"Certain infectious and parasitic disease",16,NA,0,4.76986873917463e-05,-0.75443029250995,1.36467321205241e-05
"Certain infectious and parasitic disease.5147","Iceland",2017,"Certain infectious and parasitic disease",22,NA,0,6.4065230052417e-05,0.444870940644328,1.36467321205241e-05
"Certain infectious and parasitic disease.5148","Iceland",2018,"Certain infectious and parasitic disease",20,NA,0,5.6702039288843e-05,-0.0946861268311923,1.36467321205241e-05
"Certain infectious and parasitic disease.5149","Iceland",2019,"Certain infectious and parasitic disease",17,NA,0,4.71484872269201e-05,-0.794747649073192,1.36467321205241e-05
"Certain infectious and parasitic disease.5150","Iceland",2020,"Certain infectious and parasitic disease",18,NA,1,4.91181920139277e-05,-0.650412377477638,1.36467321205241e-05
"Chronic liver diseases and cirrhosis.5329","Iceland",2010,"Chronic liver diseases and cirrhosis",4,NA,0,1.25769947899799e-05,-1.29276485698943,9.3542675969167e-06
"Chronic liver diseases and cirrhosis.5330","Iceland",2011,"Chronic liver diseases and cirrhosis",2,NA,0,6.2693173340355e-06,-1.9670749930415,9.3542675969167e-06
"Chronic liver diseases and cirrhosis.5331","Iceland",2012,"Chronic liver diseases and cirrhosis",7,NA,0,2.18261639581437e-05,-0.304000202532416,9.3542675969167e-06
"Chronic liver diseases and cirrhosis.5332","Iceland",2013,"Chronic liver diseases and cirrhosis",9,NA,0,2.77980257224398e-05,0.334410202389564,9.3542675969167e-06
"Chronic liver diseases and cirrhosis.5333","Iceland",2014,"Chronic liver diseases and cirrhosis",7,NA,0,2.13814885181407e-05,-0.351537375848856,9.3542675969167e-06
"Chronic liver diseases and cirrhosis.5334","Iceland",2015,"Chronic liver diseases and cirrhosis",12,NA,0,3.62740504511585e-05,1.24052333641114,9.3542675969167e-06
"Chronic liver diseases and cirrhosis.5335","Iceland",2016,"Chronic liver diseases and cirrhosis",9,NA,0,2.68305116578573e-05,0.230979970727024,9.3542675969167e-06
"Chronic liver diseases and cirrhosis.5336","Iceland",2017,"Chronic liver diseases and cirrhosis",13,NA,0,3.78567268491555e-05,1.40971631508097,9.3542675969167e-06
"Chronic liver diseases and cirrhosis.5337","Iceland",2018,"Chronic liver diseases and cirrhosis",10,NA,0,2.83510196444215e-05,0.393526954850653,9.3542675969167e-06
"Chronic liver diseases and cirrhosis.5338","Iceland",2019,"Chronic liver diseases and cirrhosis",8,NA,0,2.21875234009036e-05,-0.265369765780848,9.3542675969167e-06
"Chronic liver diseases and cirrhosis.5339","Iceland",2020,"Chronic liver diseases and cirrhosis",11,NA,1,3.00166728974003e-05,0.57159041473369,9.3542675969167e-06
"Chronic obstructive Pulmonary diseases.5307","Iceland",2010,"Chronic obstructive Pulmonary diseases",96,NA,0,0.000301847874959518,0.601809540949626,4.17533860818477e-05
"Chronic obstructive Pulmonary diseases.5308","Iceland",2011,"Chronic obstructive Pulmonary diseases",90,NA,0,0.000282119280031597,0.129306666829497,4.17533860818477e-05
"Chronic obstructive Pulmonary diseases.5309","Iceland",2012,"Chronic obstructive Pulmonary diseases",78,NA,0,0.000243205826962172,-0.802676501988105,4.17533860818477e-05
"Chronic obstructive Pulmonary diseases.5310","Iceland",2013,"Chronic obstructive Pulmonary diseases",92,NA,0,0.000284157596273829,0.1781246534291,4.17533860818477e-05
"Chronic obstructive Pulmonary diseases.5311","Iceland",2014,"Chronic obstructive Pulmonary diseases",73,NA,0,0.00022297838026061,-1.28712695259135,4.17533860818477e-05
"Chronic obstructive Pulmonary diseases.5312","Iceland",2015,"Chronic obstructive Pulmonary diseases",85,NA,0,0.000256941190695706,-0.473712434101276,4.17533860818477e-05
"Chronic obstructive Pulmonary diseases.5313","Iceland",2016,"Chronic obstructive Pulmonary diseases",100,NA,0,0.000298116796198415,0.51244963241935,4.17533860818477e-05
"Chronic obstructive Pulmonary diseases.5314","Iceland",2017,"Chronic obstructive Pulmonary diseases",121,NA,0,0.000352358765288294,1.81155311072289,4.17533860818477e-05
"Chronic obstructive Pulmonary diseases.5315","Iceland",2018,"Chronic obstructive Pulmonary diseases",116,NA,0,0.00032887182787529,1.24903735770196,4.17533860818477e-05
"Chronic obstructive Pulmonary diseases.5316","Iceland",2019,"Chronic obstructive Pulmonary diseases",89,NA,0,0.000246836197835052,-0.715728562825429,4.17533860818477e-05
"Chronic obstructive Pulmonary diseases.5317","Iceland",2020,"Chronic obstructive Pulmonary diseases",83,NA,1,0.000226489440953111,-1.20303651054627,4.17533860818477e-05
"Congenital malformations, deformations a.5384","Iceland",2010,"Congenital malformations, deformations a",6,NA,0,1.88654921849699e-05,-0.49943384033584,8.09782053181325e-06
"Congenital malformations, deformations a.5385","Iceland",2011,"Congenital malformations, deformations a",6,NA,0,1.88079520021065e-05,-0.506539478530379,8.09782053181325e-06
"Congenital malformations, deformations a.5386","Iceland",2012,"Congenital malformations, deformations a",6,NA,0,1.87081405355517e-05,-0.51886519829197,8.09782053181325e-06
"Congenital malformations, deformations a.5387","Iceland",2013,"Congenital malformations, deformations a",12,NA,0,3.70640342965864e-05,1.74790444533268,8.09782053181325e-06
"Congenital malformations, deformations a.5388","Iceland",2014,"Congenital malformations, deformations a",8,NA,0,2.4435986877875e-05,0.188466647334988,8.09782053181325e-06
"Congenital malformations, deformations a.5389","Iceland",2015,"Congenital malformations, deformations a",7,NA,0,2.11598627631758e-05,-0.216101977250925,8.09782053181325e-06
"Congenital malformations, deformations a.5390","Iceland",2016,"Congenital malformations, deformations a",7,NA,0,2.0868175733889e-05,-0.25212241363141,8.09782053181325e-06
"Congenital malformations, deformations a.5391","Iceland",2017,"Congenital malformations, deformations a",7,NA,0,2.03843913803145e-05,-0.311864951969216,8.09782053181325e-06
"Congenital malformations, deformations a.5392","Iceland",2018,"Congenital malformations, deformations a",3,NA,0,8.50530589332645e-06,-1.77881342783623,8.09782053181325e-06
"Congenital malformations, deformations a.5393","Iceland",2019,"Congenital malformations, deformations a",10,NA,0,2.77344042511295e-05,0.595788266812256,8.09782053181325e-06
"Congenital malformations, deformations a.5394","Iceland",2020,"Congenital malformations, deformations a",13,NA,1,3.54742497878367e-05,1.55158192836604,8.09782053181325e-06
"Dementia.5546","Iceland",2010,"Dementia",48,NA,0,0.000150923937479759,-1.28836361074777,3.62300428093563e-05
"Dementia.5547","Iceland",2011,"Dementia",52,NA,0,0.000163002250684923,-0.954985224508465,3.62300428093563e-05
"Dementia.5548","Iceland",2012,"Dementia",49,NA,0,0.000152783147707006,-1.23704680063441,3.62300428093563e-05
"Dementia.5549","Iceland",2013,"Dementia",61,NA,0,0.000188408841007648,-0.253727694772301,3.62300428093563e-05
"Dementia.5550","Iceland",2014,"Dementia",75,NA,0,0.000229087376980079,0.869056956255655,3.62300428093563e-05
"Dementia.5551","Iceland",2015,"Dementia",66,NA,0,0.000199507277481372,0.0526047192445566,3.62300428093563e-05
"Dementia.5552","Iceland",2016,"Dementia",58,NA,0,0.00017290774179508,-0.681579775823776,3.62300428093563e-05
"Dementia.5553","Iceland",2017,"Dementia",66,NA,0,0.000192195690157251,-0.14920534657829,3.62300428093563e-05
"Dementia.5554","Iceland",2018,"Dementia",81,NA,0,0.000229643259119814,0.884400083026462,3.62300428093563e-05
"Dementia.5555","Iceland",2019,"Dementia",89,NA,0,0.000246836197835052,1.35894930742865,3.62300428093563e-05
"Dementia.5556","Iceland",2020,"Dementia",91,NA,1,0.000248319748514857,1.39989738710968,3.62300428093563e-05
"Diabetes mellitus.5210","Iceland",2010,"Diabetes mellitus",24,NA,0,7.54619687398795e-05,-0.64413370263823,1.57888771690325e-05
"Diabetes mellitus.5211","Iceland",2011,"Diabetes mellitus",19,NA,0,5.95585146733372e-05,-1.65139051363772,1.57888771690325e-05
"Diabetes mellitus.5212","Iceland",2012,"Diabetes mellitus",23,NA,0,7.17145387196149e-05,-0.881479904027054,1.57888771690325e-05
"Diabetes mellitus.5213","Iceland",2013,"Diabetes mellitus",33,NA,0,0.000101926094315613,1.03199090663029,1.57888771690325e-05
"Diabetes mellitus.5214","Iceland",2014,"Diabetes mellitus",27,NA,0,8.24714557128283e-05,-0.200182755531181,1.57888771690325e-05
"Diabetes mellitus.5215","Iceland",2015,"Diabetes mellitus",23,NA,0,6.95252633647205e-05,-1.02013924828925,1.57888771690325e-05
"Diabetes mellitus.5216","Iceland",2016,"Diabetes mellitus",32,NA,0,9.53973747834927e-05,0.618489714479332,1.57888771690325e-05
"Diabetes mellitus.5217","Iceland",2017,"Diabetes mellitus",37,NA,0,0.00010774606872452,1.40060321177393,1.57888771690325e-05
"Diabetes mellitus.5218","Iceland",2018,"Diabetes mellitus",37,NA,0,0.00010489877268436,1.22026764961347,1.57888771690325e-05
"Diabetes mellitus.5219","Iceland",2019,"Diabetes mellitus",30,NA,0,8.32032127533885e-05,-0.153836392029448,1.57888771690325e-05
"Diabetes mellitus.5220","Iceland",2020,"Diabetes mellitus",33,NA,1,9.00500186922008e-05,0.279811033655855,1.57888771690325e-05
"Diseases of the blood and blood-forming .5189","Iceland",2011,"Diseases of the blood and blood-forming ",5,NA,0,1.56732933350887e-05,-0.348394065228473,7.0147501554449e-06
"Diseases of the blood and blood-forming .5190","Iceland",2012,"Diseases of the blood and blood-forming ",7,NA,0,2.18261639581437e-05,0.528739187803926,7.0147501554449e-06
"Diseases of the blood and blood-forming .5191","Iceland",2013,"Diseases of the blood and blood-forming ",6,NA,0,1.85320171482932e-05,0.059136317159486,7.0147501554449e-06
"Diseases of the blood and blood-forming .5192","Iceland",2014,"Diseases of the blood and blood-forming ",4,NA,0,1.22179934389375e-05,-0.84097039647089,7.0147501554449e-06
"Diseases of the blood and blood-forming .5193","Iceland",2015,"Diseases of the blood and blood-forming ",5,NA,0,1.51141876879827e-05,-0.428098350444113,7.0147501554449e-06
"Diseases of the blood and blood-forming .5194","Iceland",2016,"Diseases of the blood and blood-forming ",11,NA,0,3.27928475818256e-05,2.09211398814083,7.0147501554449e-06
"Diseases of the blood and blood-forming .5195","Iceland",2017,"Diseases of the blood and blood-forming ",9,NA,0,2.62085032032615e-05,1.15347123784226,7.0147501554449e-06
"Diseases of the blood and blood-forming .5196","Iceland",2018,"Diseases of the blood and blood-forming ",4,NA,0,1.13404078577686e-05,-0.966076146743084,7.0147501554449e-06
"Diseases of the blood and blood-forming .5197","Iceland",2019,"Diseases of the blood and blood-forming ",4,NA,0,1.10937617004518e-05,-1.00123722188492,7.0147501554449e-06
"Diseases of the blood and blood-forming .5198","Iceland",2020,"Diseases of the blood and blood-forming ",6,NA,1,1.63727306713092e-05,-0.248684550175026,7.0147501554449e-06
"Diseases of the circulatory system.5243","Iceland",2010,"Diseases of the circulatory system",724,NA,0,0.00227643605698636,1.32047486043218,0.000151680362358972
"Diseases of the circulatory system.5244","Iceland",2011,"Diseases of the circulatory system",689,NA,0,0.00215977982157523,0.551382318742094,0.000151680362358972
"Diseases of the circulatory system.5245","Iceland",2012,"Diseases of the circulatory system",656,NA,0,0.00204542336522032,-0.202548213703952,0.000151680362358972
"Diseases of the circulatory system.5246","Iceland",2013,"Diseases of the circulatory system",709,NA,0,0.00218986669302331,0.749739383428424,0.000151680362358972
